"Mês Ano";"Órgão Superior";"Órgão/Entidade Vinculada";"Valor Empenhado";"Valor Liquidado";"Valor Pago";"Valor Restos a Pagar Pagos";
"03/2024";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"45.283.727,18";"176.000.531,61";"177.070.183,18";"11.344.132,86";
"04/2024";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"61.961.425,34";"185.812.244,88";"174.426.739,01";"7.075.367,54";
"02/2024";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"24.728.375,43";"160.746.446,42";"143.731.141,80";"32.847.800,25";
"06/2024";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"73.797.041,22";"230.266.520,45";"184.790.989,99";"8.081.338,68";
"05/2024";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"115.455.618,30";"190.715.871,79";"182.050.023,56";"8.614.752,52";
"07/2024";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"28.937.630,02";"174.321.693,63";"208.353.435,13";"539.810,45";
"01/2024";"26000 - Ministério da Educação";"26232 - Universidade Federal da Bahia";"1.849.497.382,76";"151.534.536,16";"26.068.171,87";"168.254.016,49";
"01/2024";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"41.274.822,42";"23.613.499,01";"4.928.943,64";"31.627.538,98";
"02/2024";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"57.842.621,55";"23.604.395,90";"21.198.406,10";"7.310.548,04";
"07/2024";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"8.088.413,27";"28.037.152,09";"26.330.628,29";"1.734.585,01";
"03/2024";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"8.541.455,12";"24.367.542,33";"23.949.713,86";"2.987.430,57";
"04/2024";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"10.254.394,14";"25.696.971,99";"25.120.602,54";"3.209.080,41";
"06/2024";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"18.192.624,89";"34.760.121,19";"27.881.633,70";"2.004.722,44";
"05/2024";"26000 - Ministério da Educação";"26440 - Universidade Federal da Fronteira Sul";"135.647.325,07";"28.627.265,64";"26.793.398,59";"3.002.449,30";
"04/2024";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"42.029.080,50";"15.416.565,64";"16.219.788,98";"1.566.748,21";
"07/2024";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"67.153.998,49";"16.412.950,50";"17.122.988,11";"1.842.941,71";
"06/2024";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"3.177.958,67";"18.778.697,21";"15.517.285,81";"2.648.372,20";
"03/2024";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"3.742.794,41";"15.150.469,87";"14.766.250,98";"3.874.968,03";
"05/2024";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"10.218.463,49";"16.167.264,83";"15.196.117,96";"895.542,46";
"01/2024";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"67.071.743,55";"13.744.569,24";"3.309.528,30";"16.251.820,93";
"02/2024";"26000 - Ministério da Educação";"26267 - Universidade Federal da Integração Latino-Americana";"2.881.106,99";"15.756.757,63";"13.307.106,98";"2.786.710,30";
"05/2024";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"23.520.807,42";"174.885.125,32";"170.288.398,28";"5.293.009,07";
"03/2024";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"24.812.253,73";"166.000.827,87";"161.831.058,66";"10.058.315,14";
"01/2024";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"172.144.193,83";"160.464.361,00";"26.994.377,53";"203.662.417,20";
"04/2024";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"50.690.738,65";"167.135.253,54";"166.574.685,58";"6.722.817,75";
"06/2024";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"28.480.423,93";"207.531.347,17";"172.368.974,97";"3.738.255,92";
"07/2024";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"25.945.697,75";"170.816.780,75";"181.408.507,21";"5.922.185,17";
"02/2024";"26000 - Ministério da Educação";"26240 - Universidade Federal da Paraíba";"1.803.124.084,07";"159.139.317,28";"142.581.660,90";"27.681.163,04";
"03/2024";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"6.393.963,10";"89.063.232,18";"86.529.353,36";"8.300.809,75";
"05/2024";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"27.043.892,04";"94.080.437,32";"87.136.950,80";"909.700,50";
"02/2024";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"11.595.475,32";"81.079.675,07";"80.952.267,32";"6.457.115,99";
"06/2024";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"23.868.607,68";"116.287.407,80";"93.990.946,70";"894.919,56";
"04/2024";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"49.949.913,10";"84.140.007,98";"85.505.493,87";"4.434.852,12";
"01/2024";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"1.023.428.980,11";"81.608.122,60";"16.907.827,20";"97.561.834,12";
"07/2024";"26000 - Ministério da Educação";"26231 - Universidade Federal de Alagoas";"9.008.026,71";"90.892.160,82";"105.786.697,86";"1.815.010,06";
"02/2024";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas";"3.925.131,54";"19.824.646,13";"18.496.245,48";"5.811.617,90";
"04/2024";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas";"7.209.577,63";"22.894.532,56";"23.220.170,84";"1.949.824,38";
"01/2024";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas";"191.292.587,67";"21.394.932,90";"4.796.882,10";"28.805.564,29";
"03/2024";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas";"861.914,94";"22.416.736,56";"21.645.897,59";"1.349.920,37";
"06/2024";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas";"11.303.619,76";"30.559.518,49";"24.666.030,69";"919.074,39";
"07/2024";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas";"15.376.825,28";"23.466.774,54";"26.404.155,81";"1.439.711,55";
"05/2024";"26000 - Ministério da Educação";"26260 - Universidade Federal de Alfenas";"12.542.423,15";"25.220.567,29";"22.938.680,61";"1.196.469,10";
"06/2024";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"2.088.324,11";"84.279.053,49";"71.814.124,99";"1.843.374,86";
"01/2024";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"829.106.412,40";"65.592.955,14";"13.769.031,06";"85.731.459,64";
"02/2024";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"4.915.355,81";"65.833.687,83";"58.820.810,98";"12.455.341,79";
"05/2024";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"20.152.044,97";"79.655.919,78";"69.626.157,67";"4.869.765,38";
"07/2024";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"27.978.492,01";"67.017.859,02";"70.911.234,65";"677.224,28";
"03/2024";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"6.673.522,91";"67.851.453,92";"67.250.771,33";"5.860.793,51";
"04/2024";"26000 - Ministério da Educação";"26252 - Universidade Federal de Campina Grande";"7.153.288,43";"69.033.568,12";"68.487.981,13";"1.826.868,29";
"06/2024";"26000 - Ministério da Educação";"26452 - Universidade Federal de Catalão";"28.327.050,19";"12.626.012,11";"10.493.702,15";"640.032,70";
"03/2024";"26000 - Ministério da Educação";"26452 - Universidade Federal de Catalão";"1.563.428,28";"9.639.202,79";"10.320.084,85";"899.966,27";
"05/2024";"26000 - Ministério da Educação";"26452 - Universidade Federal de Catalão";"4.263.907,74";"11.214.949,40";"10.380.508,13";"805.478,55";
"07/2024";"26000 - Ministério da Educação";"26452 - Universidade Federal de Catalão";"6.447.914,85";"9.635.138,32";"10.977.768,44";"612.705,28";
"04/2024";"26000 - Ministério da Educação";"26452 - Universidade Federal de Catalão";"4.553.287,51";"11.752.813,18";"11.241.998,75";"532.531,29";
"01/2024";"26000 - Ministério da Educação";"26452 - Universidade Federal de Catalão";"10.007.408,56";"8.785.955,36";"2.191.552,53";"9.934.872,42";
"02/2024";"26000 - Ministério da Educação";"26452 - Universidade Federal de Catalão";"46.344.305,11";"10.578.816,28";"8.384.128,38";"2.034.933,77";
"04/2024";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"58.473.110,63";"123.318.063,05";"114.219.143,00";"17.411.886,40";
"06/2024";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"18.256.725,78";"156.839.177,81";"119.285.437,24";"6.630.290,75";
"05/2024";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"36.121.038,47";"126.128.111,36";"123.561.242,45";"5.086.117,03";
"03/2024";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"11.411.104,63";"115.129.402,11";"115.207.339,04";"18.670.861,95";
"02/2024";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"18.161.790,67";"116.951.455,07";"101.887.104,40";"14.847.523,43";
"07/2024";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"10.295.717,36";"119.713.063,61";"134.975.895,01";"2.069.572,76";
"01/2024";"26000 - Ministério da Educação";"26235 - Universidade Federal de Goiás";"1.300.441.595,89";"114.678.934,72";"20.052.346,62";"115.905.310,23";
"03/2024";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"2.763.055,70";"19.522.811,19";"19.219.537,16";"3.236.976,46";
"05/2024";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"5.588.638,05";"21.745.945,90";"20.430.864,38";"1.621.357,14";
"06/2024";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"5.614.135,49";"27.902.915,38";"22.158.434,00";"1.067.661,48";
"01/2024";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"253.010.701,77";"20.543.469,73";"4.147.037,63";"24.636.007,98";
"04/2024";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"2.453.186,39";"20.321.986,87";"20.440.068,31";"3.832.737,43";
"07/2024";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"5.931.421,32";"22.505.539,28";"24.076.935,51";"423.223,57";
"02/2024";"26000 - Ministério da Educação";"26261 - Universidade Federal de Itajubá";"2.948.268,26";"19.279.414,76";"18.124.165,47";"5.196.717,34";
"03/2024";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"- 1.624.432,91";"10.059.655,26";"11.927.758,98";"867.149,76";
"06/2024";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"4.034.862,09";"14.113.894,37";"12.236.834,60";"18.515,65";
"02/2024";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"4.676.256,94";"10.913.421,24";"8.975.348,42";"671.701,17";
"04/2024";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"3.469.105,78";"10.385.637,92";"9.998.734,98";"61.471,01";
"07/2024";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"1.659.052,32";"11.308.211,42";"11.699.257,96";"4.562,43";
"05/2024";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"11.713.319,15";"12.516.920,89";"10.482.693,18";"224.991,93";
"01/2024";"26000 - Ministério da Educação";"26453 - Universidade Federal de Jataí";"111.265.530,41";"9.266.651,11";"2.210.110,51";"7.560.759,61";
"03/2024";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"24.357.052,36";"86.171.120,12";"85.436.779,37";"4.492.974,20";
"07/2024";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"144.150.393,49";"97.052.730,66";"106.866.632,36";"2.066.710,84";
"04/2024";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"26.118.130,56";"91.655.663,83";"92.492.456,14";"5.970.312,33";
"06/2024";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"20.992.494,88";"115.060.955,40";"94.644.860,21";"2.239.203,62";
"02/2024";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"10.692.326,93";"81.043.165,49";"85.377.307,78";"26.806.727,80";
"01/2024";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"959.288.841,47";"77.687.518,27";"832.613,23";"114.969.492,10";
"05/2024";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"36.434.302,15";"97.979.427,81";"92.868.973,87";"7.440.991,27";
"05/2024";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"26.311.574,18";"39.660.201,69";"37.796.971,64";"2.223.140,27";
"02/2024";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"3.435.596,08";"33.364.736,86";"29.995.961,44";"15.964.292,11";
"06/2024";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"14.287.523,11";"47.175.815,26";"39.155.219,06";"1.418.521,23";
"07/2024";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"4.382.386,73";"36.901.876,00";"40.956.758,69";"657.022,05";
"04/2024";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"190.537.151,85";"38.326.828,25";"38.124.218,26";"1.409.175,09";
"01/2024";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"166.445.414,38";"32.726.502,73";"6.330.059,01";"41.619.307,33";
"03/2024";"26000 - Ministério da Educação";"26263 - Universidade Federal de Lavras";"4.809.568,97";"37.599.942,38";"37.234.411,30";"2.979.557,71";
"07/2024";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"24.401.913,72";"220.368.619,66";"255.442.410,86";"2.407.662,73";
"05/2024";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"66.263.344,89";"225.395.090,61";"225.761.146,55";"6.747.404,61";
"04/2024";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"85.394.388,33";"227.864.487,99";"209.452.842,86";"4.107.514,59";
"06/2024";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"11.154.478,64";"289.066.560,67";"218.896.187,45";"838.092,20";
"03/2024";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"27.550.370,45";"203.117.407,66";"204.912.009,88";"17.410.316,45";
"02/2024";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"24.673.634,89";"202.728.243,42";"181.746.720,22";"39.844.656,54";
"01/2024";"26000 - Ministério da Educação";"26238 - Universidade Federal de Minas Gerais";"2.472.784.514,37";"199.768.562,24";"35.224.464,01";"252.007.401,25";
"07/2024";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"2.688.310,70";"38.779.182,14";"48.748.863,25";"1.937.979,92";
"04/2024";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"135.545.629,96";"42.241.251,56";"42.137.446,93";"944.893,01";
"02/2024";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"6.157.246,03";"41.725.976,05";"35.190.315,23";"8.242.319,65";
"01/2024";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"276.309.405,34";"39.555.415,84";"6.964.019,03";"42.373.808,91";
"05/2024";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"1.516.133,19";"43.466.784,30";"42.778.172,19";"2.492.351,11";
"06/2024";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"6.948.557,54";"54.939.574,76";"42.909.171,46";"888.840,67";
"03/2024";"26000 - Ministério da Educação";"26277 - Universidade Federal de Ouro Preto";"6.915.529,86";"42.227.338,96";"43.454.739,43";"3.073.658,69";
"06/2024";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco";"39.152.868,86";"215.113.372,42";"168.849.231,44";"3.734.845,07";
"02/2024";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco";"14.005.690,57";"156.711.154,67";"133.862.640,10";"36.084.729,73";
"04/2024";"26000 - Ministério da Educação";"26242 - Universidade Federal de Pernambuco";"54.861.539,36";"163.315.137,19";"158.387.086,87";"6.732.879,48";
